Title,Author,Fandom,Url,Kudos,Summary
Rumor Mill,ikeracity,X-Men - All Media Types,https://archiveofourown.org/works/519459,"13,083","Summary: Erik is the grumpiest, most foul tempered worker at Stark industries. His grumpiness is the stuff of legends. So it's obviously the talk of the office when Erik is being made to go to the company party and he's bringing his husband. There's rumors flying round about how much of a masochist or equally antisocial bastard Erik's husband must be to put up with him. Others think he must be a meek mouse perhaps bullied by Erik. What they weren't expecting was the confident, charming, adorable and unbelievably nice Charles that turns up on Erik's arm. What they certainly weren't expecting was how much Erik obviously adores his husband and how happy he is to let others see this. - Based on a prompt from the kink meme."
What Not To Expect When You're Not Expecting It,thehoyden,X-Men - All Media Types,https://archiveofourown.org/works/230719,"12,582","Summary: “I wasn’t hiding it from you. Honestly, I didn’t know for certain until yesterday, which I think we can agree was bad timing and not the sort of thing one springs before the heat of battle,” Charles says earnestly."
A Father's Son,dnky,X-Men - All Media Types,https://archiveofourown.org/works/14066796,"12,317",Summary: JARVIS wakes up during infinity war.
Liminal Space,Calamityjim,Young Justice - All Media Types,https://archiveofourown.org/works/19016809,"19,893","Summary: Bruce's habit of collecting strays is not limited by dimension. Or When Young Justice Batman comes across an angsty, seemingly abandoned by his Batman Tim Drake, he decides to step up to the plate and parent the crap out of him. podfic available: https://archiveofourown.org/works/43438116"
Surveillance,smilebackwards,Young Justice - All Media Types,https://archiveofourown.org/works/20060752,"12,446",Summary: Tim knows antagonizing Lex Luthor wasn’t exactly his safest move but the point is really driven home by the bullet to the shoulder. Or: The AU where Jason never died and Tim is a civilian who contributes to crime fighting by taking surveillance photos and leaving them on the desktop of the Batcomputer.
"Odd One, or, Wally's Mysterious Boyfriend",TheWitchBoy,Young Justice - All Media Types,https://archiveofourown.org/works/29238171,"12,272","Summary: Wally's new boyfriend is kind of odd. No, okay, scratch that. Wally's new boyfriend is super odd and it’s been driving Barry nuts."
Throughout Infinity,flumen,Young Justice - All Media Types,https://archiveofourown.org/works/19718083,"11,831",Summary: Damian Wayne did not anticipate going into the mission that he'd find himself in an alternate universe where his father is still Batman and there's an eerily similar (but thirteen year old) version of his partner/mentor/guardian/brother? who has somehow managed to find himself another pack of incompetent superhero associates just as intensely irritating as the ones Damian's familiar with and borderline suspects him of being an illegal Cadmus clone but... ...well... ...sometimes life just plays out like that. And he'll be damned if he doesn't find a way home to his actual partner before he manages to impale himself on his own cowl or something equally ridiculous. Honestly. A sort of Damian time travel fic except he finds himself in the universe just after season 1 of Young Justice. Misadventures ensue.
The Mystery of the Superboy Shirts,Aviatricks,Young Justice - All Media Types,https://archiveofourown.org/works/7393054,"11,822","Summary: The thing is, Tim is a detective, first and foremost. And like most detectives, sometimes he just can’t let things go. (Or, how Tim acquires several hundred Superboy t-shirts)"
Extension,smilebackwards,Young Justice - All Media Types,https://archiveofourown.org/works/21456370,"11,477",Summary: Tim’s going to need to learn to be less conspicuous about this hopeless crush he’s developed; he lives with an entire family of detectives. Or: Tim has a crush on Conner and everyone has something to say about it.
"Everything I Do, I Do It Big",an unattractive acquaintance (theuglyfriend),Young Justice - All Media Types,https://archiveofourown.org/works/9198536,"11,278","Summary: ""So he's your dad, too?"" ""He literally kidnapped me off the streets."" (Batman has too many kids and too little patience to deal with this shit.)"
Compression,Calamityjim,Young Justice - All Media Types,https://archiveofourown.org/works/21738820,"10,243","Summary: Tim may have moved forward with his life, but both his past and his future have problems with the direction he's taking."
Manor-Dad lets me drive the Batmobile,lostletters (loosingletters),Young Justice - All Media Types,https://archiveofourown.org/works/19002637,"9,082","Summary: Bruce had two options when Dick found the Cave. 1) Tell him the truth. 2) Go along with Dick’s excited “You’re dating Batman!” until he figured out the truth. Several children later Bruce wished he’d gone with option 1) or he wouldn’t have to deal with all his kids believing he and Batman were separate people. Yes, even Damian."
Liminal Space,Calamityjim,Young Justice (Cartoon),https://archiveofourown.org/works/19016809,"19,893","Summary: Bruce's habit of collecting strays is not limited by dimension. Or When Young Justice Batman comes across an angsty, seemingly abandoned by his Batman Tim Drake, he decides to step up to the plate and parent the crap out of him. podfic available: https://archiveofourown.org/works/43438116"
Surveillance,smilebackwards,Young Justice (Cartoon),https://archiveofourown.org/works/20060752,"12,446",Summary: Tim knows antagonizing Lex Luthor wasn’t exactly his safest move but the point is really driven home by the bullet to the shoulder. Or: The AU where Jason never died and Tim is a civilian who contributes to crime fighting by taking surveillance photos and leaving them on the desktop of the Batcomputer.
Throughout Infinity,flumen,Young Justice (Cartoon),https://archiveofourown.org/works/19718083,"11,831",Summary: Damian Wayne did not anticipate going into the mission that he'd find himself in an alternate universe where his father is still Batman and there's an eerily similar (but thirteen year old) version of his partner/mentor/guardian/brother? who has somehow managed to find himself another pack of incompetent superhero associates just as intensely irritating as the ones Damian's familiar with and borderline suspects him of being an illegal Cadmus clone but... ...well... ...sometimes life just plays out like that. And he'll be damned if he doesn't find a way home to his actual partner before he manages to impale himself on his own cowl or something equally ridiculous. Honestly. A sort of Damian time travel fic except he finds himself in the universe just after season 1 of Young Justice. Misadventures ensue.
Extension,smilebackwards,Young Justice (Cartoon),https://archiveofourown.org/works/21456370,"11,477",Summary: Tim’s going to need to learn to be less conspicuous about this hopeless crush he’s developed; he lives with an entire family of detectives. Or: Tim has a crush on Conner and everyone has something to say about it.
Compression,Calamityjim,Young Justice (Cartoon),https://archiveofourown.org/works/21738820,"10,243","Summary: Tim may have moved forward with his life, but both his past and his future have problems with the direction he's taking."
One of ours,Ceciliedr,Young Justice (Cartoon),https://archiveofourown.org/works/29094027,"9,860","Summary: The Justice League has captured the Red Hood, a highly dangerous criminal. Robin crashes their meeting before they can make a decision on what to do with him. Jason isn't having the best day, good thing his family has his back. “There will be no trial.” Damian sneers, sending a glare his way and- shit. Domino mask or not, Jason can still read his little brother’s face like an open book. Damian is scared. This is not going to end well."
Flanking Maneuver,smilebackwards,Young Justice (Cartoon),https://archiveofourown.org/works/649678,"8,982","Summary: “We should probably teach the kid not to antagonize the Gotham mob without us,” Jason says conversationally, voice slightly raised so Dick can make out the words over the sounds of knuckles against bone."
Orientation,smilebackwards,Young Justice (Cartoon),https://archiveofourown.org/works/20921720,"8,812","Summary: Stay alive, Jason had said, first and foremost. That is literally the bar in this family. It’s a low bar. Tim refuses not to clear it. Or: Tim's new family tries to keep him safe as he adjusts, but things don't quite work out that way."
